,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,Grade_Living_Area,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Quality,Garage_Condition,Pavedd_Drive,Sale_Type,Sale_Condition,Sale_Price
1057,RLD,70.04583333333333,29959,Paved,IR2,Lvl,AllPub,FR2P,GS,NoRidge,Norm,Norm,1Fam,2Story,7,1994,1994,Gable,SS,HdBoard,HdBoard,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,595,Unf,973,GasA,Ex,Y,SBrkr,979,871,1850,2,1,Gd,7,TF,1,Gd,BuiltIn,1994.0,Fin,2,TA,TA,Y,WD,Normal,248000
1058,RLD,96.0,11308,Paved,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Gable,SS,VinylSd,VinylSd,Stone,154.0,Ex,TA,PC,Ex,TA,Av,GLQ,936,Unf,1104,GasA,Ex,Y,SBrkr,1130,1054,2184,2,1,Ex,10,TF,1,Gd,Attchd,2008.0,Fin,3,TA,TA,Y,WD,Normal,335000
1059,RLD,70.04583333333333,11275,Paved,IR1,HLS,AllPub,C,MS,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1932,1950,Gable,SS,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CB,TA,TA,Mn,Rec,297,LwQ,854,GasA,TA,Y,SBrkr,1096,895,1991,1,1,TA,7,TF,1,Gd,Detchd,1977.0,Unf,2,TA,Fa,Y,WD,Normal,220000
1060,RLD,41.0,4920,Paved,Reg,Lvl,AllPub,I,GS,StoneBr,Norm,Norm,TwnhsE,1Story,8,2001,2001,Gable,SS,CemntBd,CmentBd,None,0.0,Gd,TA,PC,Gd,TA,Mn,GLQ,616,Unf,1338,GasA,Ex,Y,SBrkr,1338,0,1338,2,0,Gd,6,TF,0,,Attchd,2001.0,Fin,2,TA,TA,Y,WD,Normal,213500
1061,Commer,120.0,18000,Gravel,Reg,Low,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,1Story,3,1935,1950,Gable,SS,MetalSd,MetalSd,None,0.0,Fa,TA,CB,TA,TA,No,Unf,0,Unf,894,GasA,TA,Y,SBrkr,894,0,894,1,0,TA,6,TF,0,,Detchd,1994.0,RFn,3,TA,TA,Y,ConLD,Normal,81000
1062,RMD,85.0,13600,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,2fmCon,2Story,5,1900,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,662,GasA,TA,N,SBrkr,1422,915,2337,2,0,TA,10,MD2,0,,Detchd,1945.0,Unf,2,TA,TA,Y,WD,Normal,90000
1063,RMD,50.0,6000,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Artery,Norm,1Fam,1Story,6,1925,1980,Gable,SS,MetalSd,MetalSd,None,0.0,TA,Gd,BT,TA,TA,No,BLQ,397,Unf,1103,GasA,Gd,Y,SBrkr,1103,0,1103,1,0,Gd,5,TF,1,Gd,Detchd,1976.0,Unf,2,TA,TA,Y,WD,Normal,110500
1064,RLD,70.04583333333333,11000,Paved,IR1,Lvl,AllPub,CulDSac,GS,NAmes,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,SS,Plywood,Plywood,BrkFace,200.0,TA,TA,CB,TA,TA,Mn,BLQ,740,Rec,1154,GasA,Ex,Y,SBrkr,1154,0,1154,1,1,TA,6,TF,1,Po,Attchd,1966.0,RFn,2,TA,TA,Y,WD,Normal,154000
1065,RLD,80.0,14000,Paved,Reg,Lvl,AllPub,I,MS,ClearCr,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PC,Ex,TA,Gd,GLQ,1201,Unf,1306,GasA,Ex,Y,SBrkr,1306,954,2260,2,1,Gd,7,TF,0,,Attchd,1996.0,RFn,2,TA,TA,Y,WD,Normal,328000
1066,RLD,59.0,7837,Paved,IR1,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,799,GasA,Gd,Y,SBrkr,799,772,1571,2,1,TA,7,TF,1,TA,Attchd,1993.0,RFn,2,TA,TA,Y,WD,Normal,178000
1067,RLD,80.0,9760,Paved,Reg,Lvl,AllPub,I,MS,NAmes,Norm,Norm,1Fam,2Story,6,1964,1964,Gable,SS,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CB,TA,TA,Gd,GLQ,674,LwQ,780,GasA,TA,Y,SBrkr,798,813,1611,1,1,TA,7,TF,0,,Attchd,1964.0,RFn,2,TA,TA,Y,WD,Normal,167900
1068,RMD,42.0,3964,Paved,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,TwnhsE,2Story,6,1973,1973,Gable,SS,CemntBd,CmentBd,None,0.0,TA,TA,CB,Gd,TA,No,ALQ,837,Unf,942,GasA,Gd,Y,SBrkr,1291,1230,2521,2,1,TA,10,MajD1,1,Gd,Attchd,1973.0,Fin,2,TA,TA,Y,WD,Normal,151400
1069,RLD,60.0,9600,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1.5Unf,5,1949,2003,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,ALQ,220,Unf,845,GasA,TA,Y,SBrkr,893,0,893,1,0,Gd,4,TF,0,,Detchd,1985.0,Unf,2,TA,TA,Y,WD,Normal,135000
1070,RLD,72.0,10152,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,SS,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CB,TA,TA,No,BLQ,586,Unf,1048,GasA,TA,Y,SBrkr,1048,0,1048,1,0,TA,6,TF,0,,Attchd,1956.0,Unf,1,TA,TA,Y,WD,Normal,135000
1071,RLD,78.0,11700,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,RRAn,Norm,1Fam,2Story,6,1968,1968,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,Rec,298,Unf,727,GasA,Ex,Y,SBrkr,829,727,1556,1,1,TA,8,TF,0,,Attchd,1968.0,Unf,2,TA,TA,Y,WD,Normal,154000
1072,RLD,50.0,7585,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Artery,Norm,1Fam,1.5Fin,5,1948,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,Fa,Fa,Mn,Unf,0,Unf,810,GasA,Fa,Y,FuseA,1002,454,1456,1,0,TA,7,TF,1,TA,Detchd,1954.0,Unf,1,TA,TA,P,WD,Normal,91500
1073,RLD,75.0,7950,Paved,IR1,Bnk,AllPub,C,GS,Edwards,Norm,Norm,1Fam,2Story,6,1977,1977,Hip,SS,HdBoard,Plywood,BrkFace,140.0,TA,TA,CB,TA,TA,No,BLQ,535,Unf,690,GasA,TA,Y,SBrkr,698,728,1426,1,1,TA,6,TF,0,,Attchd,1977.0,Fin,2,TA,TA,Y,WD,Normal,159500
1074,RLD,74.0,8556,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,1240,GasA,Ex,Y,SBrkr,1240,0,1240,2,0,Gd,5,TF,0,,Attchd,2006.0,RFn,3,TA,TA,Y,WD,Normal,194000
1075,RLD,75.0,13125,Paved,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,2Story,7,1940,1984,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,BLQ,410,Unf,800,GasA,TA,Y,SBrkr,960,780,1740,1,1,TA,6,TF,2,Gd,Attchd,1940.0,Unf,1,TA,TA,Y,CWD,Normal,219500
1076,RLD,60.0,10800,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1.5Fin,5,1936,1989,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,Fa,TA,No,ALQ,626,Unf,796,GasA,Gd,Y,SBrkr,1096,370,1466,2,0,Gd,7,MD1,1,TA,Attchd,1950.0,Unf,2,TA,TA,Y,WD,Normal,170000
1077,RLD,70.04583333333333,15870,Paved,IR1,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,SS,VinylSd,Plywood,None,0.0,TA,TA,CB,TA,TA,Mn,BLQ,75,Rec,1096,GasA,Ex,Y,SBrkr,1096,0,1096,1,0,TA,6,TF,0,,Attchd,1969.0,Fin,1,TA,TA,Y,WD,Abnorml,138800
1078,RMD,37.0,4435,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,SS,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PC,Gd,TA,Mn,GLQ,662,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,Gd,3,TF,1,Gd,Attchd,2004.0,RFn,2,TA,TA,Y,WD,Normal,155900
1079,RLD,65.0,8775,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,PC,Gd,TA,No,GLQ,495,Unf,990,GasA,Gd,Y,SBrkr,990,0,990,1,0,TA,5,TF,0,,Attchd,1996.0,Unf,1,TA,TA,Y,WD,Normal,126000
1080,RLD,80.0,11040,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,1Story,6,1971,2004,Gable,SS,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CB,TA,TA,No,ALQ,656,Unf,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2,0,Gd,5,TF,0,,Attchd,1971.0,RFn,2,TA,TA,Y,COD,Abnorml,145000
1081,RLD,75.0,7500,Paved,Reg,Lvl,AllPub,C,GS,Sawyer,Feedr,Norm,1Fam,1Story,5,1963,1963,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,CB,TA,TA,No,ALQ,824,Unf,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1,1,TA,5,TF,0,,Attchd,1963.0,Fin,1,TA,TA,Y,WD,Normal,133000
1082,RLD,70.0,8749,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,SS,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,1459,GasA,Ex,Y,SBrkr,1459,0,1459,2,0,Gd,6,TF,1,Gd,Attchd,2002.0,RFn,2,TA,TA,Y,WD,Normal,192000
1083,RLD,80.0,8800,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,SS,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CB,TA,TA,No,BLQ,553,Unf,1251,GasA,TA,Y,SBrkr,1251,0,1251,1,0,TA,6,TF,2,Gd,Attchd,1964.0,RFn,1,TA,TA,Y,WD,Normal,160000
1084,RLD,70.04583333333333,13031,Paved,IR2,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1996,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,PC,Gd,TA,No,ALQ,592,Unf,691,GasA,Gd,Y,SBrkr,691,807,1498,2,1,TA,6,TF,1,TA,Attchd,1995.0,Fin,2,TA,TA,Y,WD,Normal,187500
1085,RLD,73.0,9069,Paved,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,SFoyer,6,1992,1992,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,PC,Gd,TA,Av,GLQ,747,Unf,936,GasA,Ex,Y,SBrkr,996,0,996,1,0,Gd,5,TF,0,,Attchd,1992.0,Unf,2,TA,TA,Y,WD,Normal,147000
1086,RMD,70.04583333333333,1974,Paved,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,TwnhsE,2Story,4,1973,1973,Gable,SS,CemntBd,CmentBd,None,0.0,TA,TA,CB,TA,TA,No,BLQ,334,Unf,546,GasA,TA,Y,SBrkr,546,546,1092,1,1,TA,6,TF,0,,Attchd,1973.0,RFn,1,TA,TA,Y,WD,Normal,83500
1087,FVR,85.0,10574,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,8,2005,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,Mn,Unf,0,Unf,1082,GasA,Ex,Y,SBrkr,1082,871,1953,2,1,Gd,9,TF,1,Gd,Attchd,2005.0,RFn,3,TA,TA,Y,WD,Normal,252000
1088,RMD,24.0,2522,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,Twnhs,2Story,7,2004,2004,Gable,SS,VinylSd,VinylSd,Stone,50.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,970,GasA,Ex,Y,SBrkr,970,739,1709,2,0,Gd,7,MajD1,0,,Detchd,2004.0,Unf,2,TA,TA,Y,WD,Normal,137500
1089,FVR,37.0,3316,Paved,IR1,Lvl,AllPub,I,GS,Somerst,Norm,Norm,TwnhsE,1Story,8,2005,2005,Gable,SS,MetalSd,MetalSd,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,1039,Unf,1247,GasA,Ex,Y,SBrkr,1247,0,1247,1,1,Gd,4,TF,1,Gd,Attchd,2005.0,Fin,2,TA,TA,Y,WD,Normal,197000
1090,RLD,60.0,8544,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,SS,BrkFace,BrkFace,None,0.0,TA,TA,SL,,,,,0,,0,Wall,Fa,N,FuseA,1040,0,1040,2,0,TA,6,TF,0,,Detchd,1987.0,Unf,2,TA,TA,Y,WD,Normal,92900
1091,FVR,24.0,2160,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,Twnhs,2Story,7,1999,2000,Gable,SS,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PC,Gd,TA,No,BLQ,510,Unf,600,GasA,Ex,Y,SBrkr,624,628,1252,2,1,Gd,4,TF,0,,Detchd,1999.0,Unf,2,TA,TA,Y,WD,Normal,160000
1092,RLD,60.0,8400,Paved,Reg,Bnk,AllPub,I,GS,SWISU,Norm,Norm,1Fam,1.5Fin,6,1925,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,PC,TA,TA,No,Rec,423,Unf,1181,GasA,Fa,Y,SBrkr,1390,304,1694,2,0,TA,7,TF,1,Gd,Detchd,1925.0,Unf,2,TA,TA,Y,WD,Normal,136500
1093,RLD,71.0,9230,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Feedr,Norm,1Fam,1Story,5,1965,1998,Hip,SS,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CB,TA,TA,Mn,GLQ,661,Unf,864,GasA,Gd,Y,SBrkr,1200,0,1200,1,1,Gd,6,TF,0,,Detchd,1977.0,Unf,2,TA,TA,Y,WD,Normal,146000
1094,RLD,74.0,5868,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1956,2000,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,BLQ,248,Rec,936,GasA,Ex,Y,SBrkr,936,0,936,1,0,TA,4,TF,0,,Attchd,1956.0,Fin,1,TA,TA,Y,WD,Normal,129000
1095,RLD,78.0,9317,Paved,IR1,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,6,2006,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,24,Unf,1314,GasA,Gd,Y,SBrkr,1314,0,1314,2,0,Gd,6,TF,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,WD,Normal,176432
1096,RMD,60.0,6882,Paved,Reg,Lvl,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,2Story,6,1914,2006,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PC,TA,TA,No,Unf,0,Unf,684,GasA,TA,Y,SBrkr,773,582,1355,1,1,Gd,7,TF,0,,,,,0,,,Y,WD,Normal,127000
1097,RLD,70.04583333333333,3696,Paved,Reg,Lvl,AllPub,I,GS,StoneBr,Norm,Norm,TwnhsE,1Story,8,1986,1986,Gable,SS,HdBoard,HdBoard,None,0.0,Gd,TA,CB,Gd,TA,No,Unf,0,Unf,1074,GasA,Ex,Y,SBrkr,1088,0,1088,1,1,Gd,5,TF,0,,Attchd,1987.0,RFn,2,TA,TA,Y,WD,Normal,170000
1098,RMD,50.0,6000,Paved,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1936,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,BT,TA,TA,No,BLQ,672,Unf,672,GasA,TA,Y,SBrkr,757,567,1324,1,0,TA,6,TF,0,,Detchd,1936.0,Unf,1,TA,TA,Y,WD,Normal,128000
1099,RLD,82.0,11880,Paved,IR1,Lvl,AllPub,I,GS,NWAmes,RRAn,Norm,1Fam,1Story,7,1978,1978,Gable,SS,Plywood,Plywood,BrkFace,206.0,TA,TA,CB,Gd,TA,No,ALQ,704,Unf,1271,GasA,TA,Y,SBrkr,1601,0,1601,2,0,TA,7,TF,1,TA,Attchd,1978.0,RFn,2,TA,TA,Y,COD,Abnorml,157000
1100,RLD,60.0,8400,Paved,Reg,Bnk,AllPub,I,GS,SWISU,Norm,Norm,1Fam,1Story,2,1920,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,Fa,No,Rec,290,Unf,290,GasA,TA,N,FuseF,438,0,438,1,0,Fa,3,TF,0,,Detchd,1930.0,Unf,1,TA,TA,N,WD,Normal,60000
1101,RLD,61.0,9758,Paved,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,SS,HdBoard,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,BLQ,412,LwQ,950,GasA,TA,Y,SBrkr,950,0,950,1,0,TA,5,TF,0,,Detchd,1981.0,Unf,1,TA,TA,Y,WD,Normal,119500
1102,RLD,70.0,7000,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1960,2002,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CB,TA,TA,No,Rec,588,Unf,1010,GasA,Ex,Y,SBrkr,1134,0,1134,1,0,TA,6,TF,0,,Attchd,1960.0,RFn,1,TA,TA,Y,WD,Family,135000
1103,RLD,79.0,8910,Paved,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,6,1959,1959,Hip,SS,BrkFace,BrkFace,None,0.0,TA,TA,CB,TA,TA,Mn,ALQ,655,Unf,655,GasA,Ex,Y,SBrkr,1194,0,1194,1,0,TA,6,TF,1,Fa,BuiltIn,1954.0,Fin,2,TA,TA,Y,WD,Normal,159500
1104,RMD,24.0,2016,Paved,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,TwnhsE,2Story,5,1970,1970,Gable,SS,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,630,GasA,TA,Y,SBrkr,630,672,1302,2,1,TA,6,TF,0,,Detchd,1970.0,Unf,2,TA,TA,Y,WD,Normal,106000
1105,RLD,98.0,12256,Paved,IR1,Lvl,AllPub,C,GS,NoRidge,Norm,Norm,1Fam,2Story,8,1994,1995,Gable,SS,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PC,Ex,TA,Av,GLQ,1032,Unf,1463,GasA,Ex,Y,SBrkr,1500,1122,2622,2,1,Gd,9,TF,2,TA,Attchd,1994.0,RFn,2,TA,TA,Y,WD,Normal,325000
1106,RLD,114.0,10357,Paved,IR1,Lvl,AllPub,C,GS,SawyerW,Feedr,Norm,1Fam,1Story,7,1990,1991,Hip,SS,HdBoard,HdBoard,None,0.0,Gd,TA,PC,Gd,TA,Mn,GLQ,738,Unf,910,GasA,Gd,Y,SBrkr,1442,0,1442,2,0,Gd,6,TF,1,TA,Attchd,1990.0,Fin,2,TA,TA,Y,WD,Normal,179900
1107,RLD,168.0,23257,Paved,IR3,HLS,AllPub,CulDSac,GS,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Ex,Gd,No,Unf,0,Unf,868,GasA,Ex,Y,SBrkr,887,1134,2021,2,1,Gd,9,TF,1,Gd,BuiltIn,2006.0,RFn,2,TA,TA,Y,New,Partial,274725
1108,RLD,70.04583333333333,8063,Paved,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Unf,924,GasA,Ex,Y,SBrkr,948,742,1690,2,1,TA,7,TF,1,TA,Attchd,2000.0,RFn,2,TA,TA,Y,WD,Abnorml,181000
1109,RLD,107.0,11362,Paved,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,2004,2005,Gable,SS,MetalSd,MetalSd,Stone,42.0,Gd,TA,PC,Ex,TA,Mn,GLQ,1039,Unf,1836,GasA,Ex,Y,SBrkr,1836,0,1836,2,0,Gd,7,TF,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,WD,Normal,280000
1110,RLD,70.04583333333333,8000,Paved,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1996,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,PC,Gd,TA,No,GLQ,219,Unf,773,GasA,Gd,Y,SBrkr,773,885,1658,2,1,TA,8,TF,1,TA,Attchd,1995.0,Fin,2,TA,TA,Y,WD,Normal,188000
1111,RLD,80.0,10480,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,2Story,7,1976,1976,Hip,SS,Plywood,Plywood,BrkFace,660.0,TA,TA,CB,TA,TA,No,ALQ,403,Unf,803,GasA,TA,Y,SBrkr,1098,866,1964,2,1,TA,8,TF,1,Gd,Attchd,1976.0,RFn,2,TA,TA,Y,WD,Normal,205000
1112,RLD,73.0,7100,Paved,IR1,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,SS,WdShing,Wd Shng,None,0.0,TA,TA,CB,TA,TA,No,GLQ,708,Unf,816,GasA,TA,Y,FuseA,816,0,816,1,0,TA,5,TF,0,,Detchd,1957.0,Unf,1,TA,TA,Y,WD,Normal,129900
1113,RLD,66.0,8923,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1953,2006,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,BLQ,643,Unf,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,Gd,6,TF,0,,Attchd,1953.0,Unf,1,TA,TA,Y,WD,Normal,134500
1114,RLD,90.0,5400,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,5,1954,2000,Gable,SS,MetalSd,MetalSd,None,0.0,TA,Gd,CB,TA,TA,No,Rec,415,Unf,833,GasA,Ex,Y,SBrkr,833,0,833,1,0,Gd,4,TF,0,,Detchd,1955.0,Unf,1,TA,TA,Y,WD,Normal,117000
1115,RLD,93.0,12085,Paved,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,2007,2007,Hip,SS,VinylSd,VinylSd,Stone,328.0,Gd,TA,PC,Ex,TA,No,GLQ,1004,Unf,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,Ex,7,TF,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,New,Partial,318000
1116,RLD,70.04583333333333,7750,Paved,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,SLvl,8,2002,2002,Hip,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,GLQ,353,Unf,408,GasA,Ex,Y,SBrkr,779,640,1419,2,1,Gd,7,TF,1,TA,BuiltIn,2002.0,Fin,2,TA,TA,Y,WD,Normal,184100
1117,RLD,57.0,9764,Paved,IR1,Lvl,AllPub,FR2P,GS,Sawyer,Feedr,Norm,1Fam,1Story,5,1967,2003,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,CB,TA,TA,No,BLQ,702,Unf,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,Gd,5,TF,0,,Attchd,1967.0,RFn,2,TA,TA,Y,WD,Normal,130000
1118,RLD,85.0,13825,Paved,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,SLvl,5,1958,1987,Gable,SS,MetalSd,MetalSd,None,0.0,TA,Gd,CB,TA,TA,No,Unf,0,Unf,533,GasA,TA,Y,SBrkr,1021,580,1601,1,0,TA,6,MD2,0,,BuiltIn,1958.0,RFn,1,TA,TA,Y,WD,Normal,140000
1119,RLD,70.0,7560,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,SS,BrkFace,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,LwQ,369,Unf,1040,GasA,TA,Y,FuseA,1040,0,1040,1,0,TA,6,TF,0,,Attchd,1959.0,RFn,1,TA,TA,Y,WD,Normal,133700
1120,RMD,59.0,8263,Paved,Reg,Bnk,AllPub,I,MS,IDOTRR,Norm,Norm,1Fam,1Story,6,1920,1950,Gable,SS,BrkFace,BrkFace,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,1012,GasA,TA,Y,FuseA,1012,0,1012,1,0,TA,6,TF,1,Gd,Detchd,1920.0,Unf,1,TA,TA,Y,WD,Normal,118400
1121,RLD,84.0,10084,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,SS,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PC,Gd,TA,Av,GLQ,24,Unf,1552,GasA,Ex,Y,SBrkr,1552,0,1552,2,0,Gd,7,TF,0,,Attchd,2005.0,RFn,3,TA,TA,Y,New,Partial,212900
1122,RLD,70.04583333333333,8926,Paved,IR1,Lvl,AllPub,C,GS,Edwards,Norm,Norm,1Fam,1Story,4,1956,1956,Gable,SS,AsbShng,AsbShng,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,672,GasA,Ex,Y,FuseA,960,0,960,1,0,TA,5,TF,0,,Basment,1956.0,Unf,1,TA,TA,Y,COD,Abnorml,112000
